Time,Weight
192,0.139196035
193,0.139147113
194,0.139097872
195,0.13904828
196,0.138998351
197,0.13894815
198,0.138897677
199,0.138846919
200,0.138795869
201,0.138744527
202,0.138692894
203,0.138640972
204,0.138588763
205,0.13853627
206,0.138483495
207,0.138430442
208,0.138377058
209,0.138323391
210,0.138269514
211,0.138215392
212,0.138161015
213,0.138106382
214,0.138051491
215,0.137996343
216,0.137940941
217,0.137885285
218,0.13782938
219,0.137773225
220,0.137716768
221,0.137660056
222,0.137603164
223,0.137546058
224,0.137488727
225,0.137431166
226,0.137373375
227,0.137315355
228,0.137257106
229,0.137198631
230,0.137139931
231,0.137080968
232,0.137021756
233,0.136962365
234,0.136902793
235,0.136843023
236,0.136783048
237,0.136722865
238,0.136662474
239,0.136601876
240,0.136541071
241,0.136480061
242,0.136418808
243,0.136357326
244,0.136295683
245,0.136233879
246,0.136171894
247,0.136109722
248,0.13604736
249,0.135984807
250,0.135922064
251,0.135859132
252,0.135796012
253,0.135732648
254,0.135669088
255,0.135605407
256,0.135541567
257,0.135477557
258,0.135413373
259,0.135349012
260,0.135284475
261,0.135219761
262,0.135154874
263,0.135089758
264,0.135024461
265,0.134959054
266,0.134893499
267,0.134827785
268,0.134761909
269,0.134695867
270,0.134629661
271,0.134563291
272,0.134496757
273,0.134430003
274,0.134363077
275,0.134296054
276,0.134228895
277,0.13416159
278,0.134094132
279,0.13402652
280,0.133958754
281,0.133890833
282,0.133822722
283,0.133754434
284,0.133686033
285,0.133617516
286,0.133548864
287,0.133480069
288,0.133411129
289,0.133342043
290,0.13327281
291,0.133203432
292,0.133133852
293,0.133064118
294,0.132994303
295,0.132924368
296,0.132854303
297,0.132784101
298,0.132713761
299,0.132643282
300,0.132572664
301,0.132501868
302,0.132430907
303,0.132359849
304,0.132288693
305,0.132217417
306,0.132146015
307,0.132074481
308,0.132002816
309,0.131931018
310,0.13185905
311,0.131786927
312,0.131714712
313,0.131642401
314,0.131569974
315,0.131497425
316,0.131424749
317,0.131351947
318,0.131279016
319,0.13120592
320,0.131132673
321,0.131059338
322,0.130985913
323,0.130912378
324,0.130838725
325,0.130764951
326,0.130691055
327,0.130617036
328,0.130542854
329,0.130468525
330,0.130394113
331,0.130319616
332,0.130245015
333,0.1301703
334,0.130095469
335,0.130020519
336,0.129945451
337,0.129870212
338,0.129794847
339,0.129719424
340,0.129643905
341,0.129568278
342,0.129492538
343,0.129416684
344,0.129340713
345,0.12926459
346,0.129188327
347,0.129111988
348,0.129035569
349,0.12895905
350,0.128882423
351,0.128805685
352,0.128728835
353,0.128651872
354,0.128574753
355,0.128497494
356,0.128420165
357,0.128342764
358,0.128265269
359,0.12818767
360,0.128109964
361,0.128032148
362,0.127954187
363,0.127876097
364,0.127797934
365,0.127719694
366,0.127641356
367,0.127562915
368,0.127484366
369,0.127405709
370,0.127326944
371,0.127248011
372,0.12716896
373,0.127089865
374,0.127010687
375,0.126931411
376,0.126852032
377,0.126772549
378,0.126692959
379,0.126613212
380,0.126533351
381,0.126453443
382,0.12637345
383,0.126293359
384,0.126213167
385,0.12613287
386,0.126052468
387,0.125971919
388,0.125891238
389,0.125810492
390,0.12572968
391,0.12564878
392,0.125567783
393,0.125486685
394,0.125405483
395,0.12532414
396,0.12524267
397,0.125161135
398,0.12507953
399,0.124997836
400,0.124916044
401,0.124834151
402,0.124752156
403,0.124670019
404,0.124587755
405,0.124505427
406,0.12442303
407,0.124340546
408,0.124257964
409,0.124175283
410,0.124092501
411,0.124009577
412,0.123926525
413,0.123843411
414,0.12376023
415,0.123676962
416,0.123593598
417,0.123510135
418,0.123426571
419,0.123342856
420,0.123259034
421,0.123175168
422,0.12309122
423,0.123007178
424,0.122923038
425,0.122838797
426,0.122754455
427,0.122669953
428,0.122585339
429,0.122500688
430,0.12241596
431,0.12233114
432,0.122246224
433,0.122161208
434,0.122076055
435,0.12199078
436,0.121905442
437,0.121820035
438,0.12173454
439,0.12164895
440,0.12156326
441,0.12147747
442,0.121391537
443,0.121305475
444,0.121219354
445,0.12113317
446,0.121046901
447,0.120960537
448,0.120874075
449,0.120787513
450,0.120700797
451,0.120613971
452,0.120527105
453,0.120440159
454,0.12035312
455,0.120265984
456,0.120178748
457,0.120091372
458,0.120003872
459,0.119916309
460,0.119828679
461,0.119740961
462,0.119653147
463,0.119565235
464,0.119477221
465,0.119389051
466,0.11930077
467,0.11921245
468,0.11912405
469,0.119035557
470,0.118946967
471,0.118858276
472,0.118769437
473,0.118680491
474,0.118591499
475,0.118502425
476,0.118413255
477,0.118323987
478,0.118234617
479,0.118145105
480,0.118055465
481,0.117965762
482,0.117875993
483,0.117786135
484,0.117696182
485,0.117606128
486,0.117515973
487,0.117425658
488,0.117335229
489,0.117244763
490,0.117154216
491,0.117063576
492,0.116972838
493,0.116881998
494,0.116791005
495,0.116699903
496,0.116608756
497,0.116517525
498,0.116426198
499,0.11633477
500,0.11624324
501,0.116151555
502,0.116059759
503,0.115967917
504,0.115875992
505,0.11578397
506,0.115691846
507,0.11559962
508,0.115507237
509,0.115414743
510,0.115322202
511,0.115229577
512,0.115136856
513,0.115044032
514,0.114951105
515,0.114858031
516,0.114764823
517,0.114671553
518,0.114578215
519,0.114484788
520,0.114391261
521,0.114297632
522,0.11420386
523,0.11410996
524,0.114015992
525,0.11392195
526,0.113827816
527,0.11373358
528,0.11363924
529,0.113544748
530,0.113450145
531,0.11335549
532,0.113260745
533,0.113165899
534,0.113070949
535,0.112975891
536,0.112880671
537,0.112785333
538,0.112689949
539,0.112594478
540,0.112498907
541,0.112403232
542,0.11230745
543,0.112211504
544,0.11211544
545,0.11201933
546,0.111923132
547,0.111826834
548,0.111730431
549,0.111633886
550,0.111537212
551,0.111440467
552,0.111343642
553,0.111246718
554,0.111149689
555,0.111052551
556,0.110955263
557,0.110857839
558,0.110760344
559,0.110662774
560,0.110565106
561,0.110467334
562,0.110369453
563,0.110271412
564,0.110173254
565,0.110075041
566,0.109976734
567,0.109878324
568,0.109779803
569,0.109681171
570,0.109582368
571,0.109483442
572,0.109384468
573,0.109285404
574,0.109186236
575,0.109086959
576,0.108987534
577,0.108887975
578,0.108788339
579,0.108688621
580,0.108588801
581,0.108488871
582,0.108388828
583,0.108288619
584,0.108188288
585,0.1080879
586,0.107987417
587,0.107886825
588,0.107786121
589,0.107685266
590,0.107584272
591,0.1074832
592,0.107382044
593,0.107280783
594,0.107179411
595,0.107077924
596,0.106976268
597,0.106874485
598,0.106772645
599,0.106670708
600,0.106568661
601,0.106466499
602,0.106364175
603,0.10626173
604,0.10615922
605,0.106056607
606,0.105953881
607,0.105851039
608,0.105748039
609,0.105644895
610,0.10554167
611,0.105438358
612,0.105334939
613,0.105231404
614,0.105127751
615,0.105023923
616,0.104919965
617,0.104815946
618,0.104711828
619,0.104607596
620,0.104503245
621,0.104398728
622,0.104294085
623,0.104189373
624,0.104084556
625,0.103979622
626,0.103874567
627,0.10376935
628,0.103663985
629,0.103558534
630,0.103452994
631,0.103347343
632,0.103241573
633,0.103135646
634,0.103029577
635,0.102923419
636,0.102817165
637,0.102710796
638,0.102604305
639,0.102497655
640,0.102390859
641,0.102283974
642,0.10217699
643,0.102069891
644,0.101962668
645,0.101855319
646,0.101747784
647,0.10164011
648,0.101532372
649,0.101424528
650,0.101316563
651,0.101208474
652,0.101100207
653,0.100991805
654,0.100883329
655,0.100774741
656,0.100666029
657,0.10055719
658,0.100448171
659,0.100339013
660,0.10022978
661,0.100120434
662,0.100010963
663,0.099901363
664,0.09979158
665,0.099681657
666,0.099571658
667,0.099461545
668,0.099351305
669,0.099240934
670,0.099130378
671,0.09901968
672,0.098908905
673,0.098798014
674,0.098686996
675,0.098575813
676,0.09846448
677,0.098353046
678,0.098241501
679,0.09812983
680,0.098018024
681,0.097906046
682,0.097793906
683,0.097681666
684,0.097569319
685,0.097456846
686,0.097344238
687,0.097231456
688,0.097118512
689,0.097005466
690,0.096892312
691,0.096779029
692,0.096665611
693,0.09655201
694,0.096438263
695,0.096324427
696,0.096210465
697,0.096096366
698,0.095982127
699,0.095867691
700,0.095753103
701,0.09563843
702,0.095523633
703,0.0954087
704,0.095293593
705,0.095178324
706,0.095062945
707,0.094947448
708,0.094831815
709,0.094716039
710,0.094600072
711,0.094483952
712,0.094367737
713,0.094251391
714,0.094134902
715,0.094018267
716,0.093901428
717,0.09378443
718,0.093667343
719,0.093550126
720,0.093432768
721,0.093315228
722,0.09319752
723,0.093079695
724,0.092961747
725,0.092843657
726,0.092725418
727,0.09260698
728,0.092488381
729,0.092369683
730,0.092250847
731,0.092131863
732,0.092012692
733,0.091893346
734,0.09177388
735,0.091654285
736,0.091534545
737,0.091414651
738,0.091294552
739,0.091174288
740,0.091053921
741,0.090933412
742,0.09081275
743,0.090691896
744,0.090570862
745,0.090449703
746,0.090328412
747,0.09020697
748,0.090085342
749,0.089963538
750,0.089841605
751,0.089719532
752,0.089597305
753,0.089474915
754,0.089352311
755,0.089229534
756,0.089106646
757,0.08898361
758,0.088860414
759,0.088737018
760,0.088613434
761,0.088489717
762,0.088365862
763,0.088241849
764,0.088117641
765,0.087993249
766,0.08786872
767,0.087744045
768,0.087619208
769,0.087494201
770,0.08736897
771,0.087243558
772,0.087118028
773,0.086992343
774,0.08686649
775,0.086740422
776,0.086614176
777,0.086487802
778,0.086361267
779,0.086234559
780,0.086107632
781,0.085980523
782,0.085853284
783,0.08572588
784,0.0855983
785,0.085470505
786,0.085342506
787,0.08521436
788,0.085086064
789,0.084957596
790,0.084828918
791,0.084700041
792,0.084571012
793,0.084441825
794,0.084312461
795,0.084182883
796,0.0840531
797,0.083923164
798,0.083793065
799,0.083662787
800,0.08353229
801,0.083401587
802,0.083270726
803,0.0831397
804,0.083008492
805,0.082877062
806,0.082745422
807,0.082613622
808,0.082481653
809,0.0823495
810,0.082217121
811,0.082084529
812,0.081951775
813,0.081818849
814,0.081685734
815,0.081552392
816,0.081418833
817,0.081285108
818,0.081151209
819,0.081017118
820,0.080882792
821,0.080748261
822,0.080613573
823,0.080478693
824,0.080343613
825,0.080208282
826,0.080072739
827,0.079937041
828,0.079801151
829,0.079665061
830,0.079528717
831,0.079392158
832,0.079255441
833,0.079118531
834,0.078981389
835,0.078844023
836,0.078706476
837,0.078568741
838,0.078430799
839,0.078292613
840,0.078154192
841,0.07801559
842,0.0778768
843,0.077737803
844,0.077598554
845,0.077459085
846,0.077319444
847,0.077179598
848,0.077039537
849,0.076899209
850,0.076758653
851,0.076617928
852,0.076476999
853,0.076335825
854,0.076194416
855,0.076052815
856,0.075911014
857,0.075768997
858,0.075626717
859,0.075484208
860,0.07534152
861,0.075198618
862,0.075055464
863,0.07491207
864,0.074768478
865,0.074624681
866,0.074480663
867,0.074336378
868,0.074191859
869,0.074047156
870,0.073902236
871,0.07375706
872,0.073611638
873,0.073466016
874,0.073320185
875,0.073174129
876,0.073027802
877,0.072881237
878,0.072734486
879,0.072587514
880,0.072440284
881,0.072292803
882,0.07214512
883,0.071997226
884,0.071849104
885,0.071700708
886,0.071552072
887,0.071403247
888,0.0712542
889,0.071104892
890,0.070955333
891,0.070805568
892,0.070655592
893,0.070505362
894,0.070354887
895,0.070204205
896,0.070053305
897,0.069902175
898,0.069750767
899,0.069599117
900,0.069447277
901,0.069295215
902,0.069142891
903,0.068990315
904,0.068837534
905,0.068684542
906,0.068531298
907,0.068377809
908,0.068224113
909,0.068070203
910,0.067916065
911,0.06776165
912,0.067606995
913,0.067452154
914,0.067297095
915,0.067141772
916,0.066986216
917,0.066830468
918,0.066674501
919,0.066518275
920,0.066361801
921,0.066205129
922,0.066048251
923,0.065891128
924,0.065733767
925,0.065576207
926,0.065418441
927,0.065260429
928,0.065102181
929,0.064943736
930,0.064785088
931,0.064626197
932,0.064467072
933,0.064307754
934,0.064148236
935,0.063988504
936,0.063828511
937,0.063668293
938,0.063507906
939,0.063347319
940,0.063186486
941,0.063025437
942,0.062864217
943,0.062702797
944,0.062541134
945,0.062379259
946,0.062217218
947,0.06205498
948,0.061892504
949,0.061729819
950,0.061566973
951,0.061403936
952,0.061240665
953,0.06107719
954,0.060913559
955,0.060749742
956,0.060585697
957,0.060421453
958,0.060257058
959,0.060092482
960,0.059927683
961,0.059762692
962,0.059597554
963,0.059432242
964,0.059266713
965,0.059100996
966,0.058935139
967,0.058769114
968,0.058602876
969,0.058436457
970,0.058269905
971,0.058103167
972,0.05793625
973,0.057769188
974,0.057601972
975,0.057434566
976,0.05726698
977,0.057099256
978,0.056931389
979,0.056763339
980,0.056595116
981,0.056426763
982,0.056258272
983,0.056089606
984,0.055920772
985,0.055751814
986,0.055582726
987,0.055413468
988,0.055244048
989,0.055074511
990,0.05490485
991,0.054735021
992,0.05456505
993,0.054394974
994,0.05422477
995,0.054054391
996,0.053883873
997,0.053713261
998,0.053542529
999,0.053371631
1000,0.053200599
1001,0.05302948
1002,0.052858224
1003,0.052686835
1004,0.052515348
1005,0.052343756
1006,0.05217202
1007,0.05200015
1008,0.051828189
1009,0.051656133
1010,0.051483935
1011,0.051311623
1012,0.051139234
1013,0.050966743
1014,0.050794106
1015,0.050621354
1016,0.050448537
1017,0.050275626
1018,0.050102574
1019,0.049929414
1020,0.049756194
1021,0.049582862
1022,0.049409421
1023,0.049235907
1024,0.049062313
1025,0.0488886
1026,0.048714776
1027,0.048540886
1028,0.048366923
1029,0.048192843
1030,0.04801867
1031,0.047844443
1032,0.047670137
1033,0.047495707
1034,0.047321183
1035,0.047146616
1036,0.046971951
1037,0.046797195
1038,0.04662238
1039,0.046447501
1040,0.046272518
1041,0.046097438
1042,0.045922307
1043,0.045747118
1044,0.045571824
1045,0.045396452
1046,0.04522104
1047,0.045045538
1048,0.04486995
1049,0.044694314
1050,0.044518621
1051,0.044342832
1052,0.044166956
1053,0.043991035
1054,0.043815065
1055,0.043638998
1056,0.043462859
1057,0.043286688
1058,0.043110458
1059,0.042934123
1060,0.042757714
1061,0.042581282
1062,0.042404771
1063,0.042228184
1064,0.042051558
1065,0.041874885
1066,0.041698125
1067,0.041521285
1068,0.041344409
1069,0.041167491
1070,0.040990484
1071,0.040813411
1072,0.040636314
1073,0.040459141
1074,0.040281896
1075,0.040104615
1076,0.039927291
1077,0.039749883
1078,0.039572399
1079,0.039394884
1080,0.03921733
1081,0.039039689
1082,0.038861987
1083,0.038684263
1084,0.038506467
1085,0.038328601
1086,0.038150702
1087,0.037972764
1088,0.037794744
1089,0.03761665
1090,0.037438527
1091,0.037260369
1092,0.037082125
1093,0.036903822
1094,0.0367255
1095,0.036547106
1096,0.036368645
1097,0.036190152
1098,0.036011622
1099,0.035833013
1100,0.03565433
1101,0.035475619
1102,0.035296875
1103,0.035118046
1104,0.034939158
1105,0.034760253
1106,0.034581278
1107,0.034402235
1108,0.034223163
1109,0.034044054
1110,0.033864866
1111,0.033685605
1112,0.033506318
1113,0.033326998
1114,0.033147593
1115,0.032968129
1116,0.032788649
1117,0.0326091
1118,0.032429482
1119,0.032249836
1120,0.032070154
1121,0.031890386
1122,0.031710557
1123,0.031530713
1124,0.031350826
1125,0.031170843
1126,0.030990797
1127,0.030810742
1128,0.030630618
1129,0.030450428
1130,0.030270209
1131,0.030089956
1132,0.029909616
1133,0.029729216
1134,0.029548801
1135,0.029368316
1136,0.029187762
1137,0.02900718
1138,0.028826564
1139,0.028645869
1140,0.028465101
1141,0.028284306
1142,0.028103481
1143,0.02792257
1144,0.027741599
1145,0.027560616
1146,0.027379562
1147,0.02719844
1148,0.02701729
1149,0.026836107
1150,0.026654836
1151,0.026473505
1152,0.026292161
1153,0.026110748
1154,0.025929265
1155,0.025747755
1156,0.025566214
1157,0.025384594
1158,0.025202902
1159,0.025021185
1160,0.02483944
1161,0.024657608
1162,0.024475717
1163,0.024293816
1164,0.024111847
1165,0.02392981
1166,0.023747748
1167,0.023565656
1168,0.023383477
1169,0.023201238
1170,0.023018992
1171,0.022836677
1172,0.022654296
1173,0.02247189
1174,0.022289458
1175,0.02210695
1176,0.021924372
1177,0.021741773
1178,0.021559152
1179,0.021376446
1180,0.021193683
1181,0.021010918
1182,0.020828088
1183,0.020645194
1184,0.02046228
1185,0.020279345
1186,0.020096325
1187,0.019913249
1188,0.019730176
1189,0.019547041
1190,0.019363842
1191,0.019180629
1192,0.018997399
1193,0.018814086
1194,0.018630721
1195,0.018447364
1196,0.018263948
1197,0.018080474
1198,0.017896989
1199,0.017713494
1200,0.01752992
1201,0.017346299
1202,0.017162693
1203,0.016979071
1204,0.016795367
1205,0.016611617
1206,0.016427891
1207,0.016244119
1208,0.016060297
1209,0.01587648
1210,0.015692665
1211,0.015508782
1212,0.015324864
1213,0.015140978
1214,0.014957052
1215,0.014773086
1216,0.014589135
1217,0.0144052
1218,0.014221205
1219,0.014037187
1220,0.013853216
1221,0.013669218
1222,0.013485193
1223,0.013301199
1224,0.013117238
1225,0.012933232
1226,0.012749219
1227,0.012565273
1228,0.01238132
1229,0.012197357
1230,0.012013448
1231,0.011829596
1232,0.011645721
1233,0.01146186
1234,0.011278097
1235,0.011094353
1236,0.010910627
1237,0.010726986
1238,0.010543436
1239,0.010359922
1240,0.010176446
1241,0.009993077
1242,0.009809828
1243,0.009626615
1244,0.009443479
1245,0.009260512
1246,0.009077638
1247,0.008894858
1248,0.008712244
1249,0.008529814
1250,0.008347486
1251,0.008165304
1252,0.007983371
1253,0.007801615
1254,0.007620041
1255,0.007438731
1256,0.007257711
1257,0.007076904
1258,0.006896367
1259,0.006716214
1260,0.006536432
1261,0.00635696
1262,0.006177868
1263,0.00599928
1264,0.005821148
1265,0.005643512
1266,0.005466481
1267,0.005290098
1268,0.005114345
1269,0.004939332
1270,0.004765193
1271,0.004591941
1272,0.004419624
1273,0.004248404
1274,0.004078419
1275,0.003909709
1276,0.003742485
1277,0.003576929
1278,0.00341309
1279,0.003251115
1280,0.003091376
1281,0.002934105
1282,0.002779329
1283,0.002627213
1284,0.002478321
1285,0.002333102
1286,0.00219153
1287,0.002053714
1288,0.001920102
1289,0.001791599
1290,0.001668401
1291,0.001550169
1292,0.001437097
1293,0.001329448
1294,0.001228065
1295,0.001133732
1296,0.001045852
1297,0.000963768
1298,0.000887498
1299,0.00081702
1300,0.000752258
1301,0.000693065
1302,0.000638262
1303,0.000590114
1304,0.000549195
1305,0.000512383
1306,0.000479209
1307,0.000449398
1308,0.000422674
1309,0.000398764
1310,0.0003774
1311,0.000358329
1312,0.000341312
1313,0.000326127
1314,0.000312569
1315,0.000300455
1316,0.000289614
1317,0.000279897
1318,0.000271172
1319,0.000263319
1320,0.000256236
1321,0.00024983
1322,0.000244021
1323,0.000238739
1324,0.000233924
1325,0.000229521
1326,0.000225484
1327,0.000221772
1328,0.00021835
1329,2.15E-04
1330,2.12E-04
1331,2.10E-04
1332,2.07E-04
1333,2.05E-04
1334,2.02E-04
1335,2.00E-04
1336,1.98E-04
1337,1.97E-04
1338,1.95E-04
1339,1.93E-04
1340,1.92E-04
1341,1.90E-04
1342,1.89E-04
1343,1.87E-04
1344,1.86E-04
1345,1.85E-04
1346,1.84E-04
1347,1.83E-04
1348,1.82E-04
1349,1.81E-04
1350,1.80E-04
1351,1.79E-04
1352,1.78E-04
1353,1.77E-04
1354,1.76E-04
1355,1.75E-04
1356,1.74E-04
1357,1.74E-04
1358,1.73E-04
1359,1.72E-04
1360,1.72E-04
1361,1.71E-04
1362,1.70E-04
1363,1.70E-04
1364,1.69E-04
1365,1.68E-04
1366,1.68E-04
1367,1.67E-04
1368,1.67E-04
1369,1.66E-04
1370,1.66E-04
1371,1.65E-04
1372,1.65E-04
1373,1.64E-04
1374,1.64E-04
1375,1.63E-04
1376,1.63E-04
1377,1.62E-04
1378,1.62E-04
1379,1.61E-04
1380,1.61E-04
1381,1.61E-04
1382,1.60E-04
1383,1.60E-04
1384,1.60E-04
1385,1.59E-04
1386,1.59E-04
1387,1.58E-04
1388,1.58E-04
1389,1.58E-04
1390,1.57E-04
1391,1.57E-04
1392,1.57E-04
1393,1.56E-04
1394,1.56E-04
1395,1.56E-04
1396,1.56E-04
1397,1.55E-04
1398,1.55E-04
1399,1.55E-04
1400,1.54E-04
1401,1.54E-04
1402,1.54E-04
1403,1.54E-04
1404,1.53E-04
1405,1.53E-04
1406,1.53E-04
1407,1.52E-04
1408,1.52E-04
1409,1.52E-04
1410,1.52E-04
1411,1.52E-04
1412,1.51E-04
1413,1.51E-04
1414,1.51E-04
1415,1.51E-04
1416,1.50E-04
1417,1.50E-04
1418,1.50E-04
1419,1.50E-04
1420,1.49E-04
1421,1.49E-04
1422,1.49E-04
1423,1.49E-04
1424,1.49E-04
1425,1.48E-04
1426,1.48E-04
1427,1.48E-04
1428,1.48E-04
1429,1.48E-04
1430,1.48E-04
1431,1.47E-04
1432,1.47E-04
1433,1.47E-04
1434,1.47E-04
1435,1.47E-04
1436,1.46E-04
1437,1.46E-04
1438,1.46E-04
1439,1.46E-04
1440,1.46E-04
1441,1.46E-04
1442,1.45E-04
1443,1.45E-04
1444,1.45E-04
1445,1.45E-04
1446,1.45E-04
1447,1.45E-04
1448,1.44E-04
1449,1.44E-04
1450,1.44E-04
1451,1.44E-04
1452,1.44E-04
1453,1.44E-04
1454,1.44E-04
1455,1.43E-04
1456,1.43E-04
1457,1.43E-04
1458,1.43E-04
1459,1.43E-04
1460,1.43E-04
1461,1.43E-04
1462,1.42E-04
1463,1.42E-04
1464,1.42E-04
1465,1.42E-04
1466,1.42E-04
1467,1.42E-04
1468,1.42E-04
1469,1.42E-04
1470,1.41E-04
1471,1.41E-04
1472,1.41E-04
1473,1.41E-04
1474,1.41E-04
1475,1.41E-04
1476,1.41E-04
1477,1.41E-04
1478,1.40E-04
1479,1.40E-04
1480,1.40E-04
1481,1.40E-04
1482,1.40E-04
1483,1.40E-04
1484,1.40E-04
1485,1.40E-04
1486,1.40E-04
1487,1.39E-04
1488,1.39E-04
1489,1.39E-04
1490,1.39E-04
1491,1.39E-04
1492,1.39E-04
1493,1.39E-04
1494,1.39E-04
1495,1.39E-04
1496,1.38E-04
1497,1.38E-04
1498,1.38E-04
1499,1.38E-04
1500,1.38E-04
